restaurantID,name,location,reviewCount,rating,categories,address,Latitude,Longitude,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber,filReviewCount
kSfaw45havxrIHjmtZHLRQ,Estelle's Kitchens,"Estelle's Kitchens - CLOSED - The Loop - Chicago, IL",14,4,"Restaurants, METADATA","305 W Lake St (between Franklin St & Wacker Dr) Chicago, IL 60606 ",41.885403,-87.635852,,,Yes,,Casual,No,$,No,No,Yes,Yes,,,Breakfast,,,,,,Yes,,(312) 357-0833,0
Kvr-pWphDCPOXuFA-eKOrg,America's Dog,"America's Dog - The Loop - Chicago, IL",39,3,"Restaurants, Hot Dogs, METADATA","21 E Adams St (between Dearborn St & State St) Chicago, IL 60603 ",41.879358,-87.62676,Mon-Fri 10 am - 8 pm Sat-Sun 10 am - 6 pm,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,,Lunch,No,Average,Casual,No,Yes,Yes,http://americasdog.com,(312) 786-0100,13
kwOMEjfgPBlcBbdjh58WMA,Burger King Express,"Burger King Express - The Loop - Chicago, IL",4,2,"Restaurants, Burgers, METADATA","100 W Randolph Dr (between Michigan Ave & Beaubien Ct) Chicago, IL 60601 ",41.885153,-87.631672,,No,,,,Yes,,,,,,,,,,,,,,,http://www.burgerking.com,(312) 630-0342,2
kXBG_G7Zt_CXNG0043JuQw,Panda Express,"Panda Express - The Loop - Chicago, IL",14,3,"Restaurants, Chinese, METADATA","100 W Randolph St (between Michigan Ave & Beaubien Ct) Chicago, IL 60601 ",41.885153,-87.631672,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,,Lunch,No,Average,,,,Yes,http://www.pandaexpress.com,(312) 201-8790,2
K_O65mv_gdgh9U4M6S7ovg,Panda Express,"Panda Express - The Loop - Chicago, IL",8,4,"Restaurants, Chinese, METADATA","77 W Jackson Blvd (between Michigan Ave & Wabash Ave) Chicago, IL 60604 ",41.877529,-87.630438,,No,Yes,,Casual,No,$,No,No,Yes,No,No,,,No,Loud,,,,Yes,,(312) 922-6411,5
l-BMWMnj56OxQ55DioQO-Q,Typhoon Cafe,"Typhoon Cafe - The Loop - Chicago, IL",7,3,"Restaurants, Japanese, METADATA","211 N Stetson Ave (between Lake St & Water St) Chicago, IL 60601 ",41.886157,-87.62207,,,Yes,,,,$$,,,,,,,,,,,,,,,(312) 861-0861,0
L-u-0KVkl8KiK8IwhmejKw,Shalom Deli,"Shalom Deli - CLOSED - The Loop - Chicago, IL",21,3,"Restaurants, Delis, METADATA","7 N Wells St Chicago, IL 60606 ",41.882359,-87.633592,,Yes,Yes,,Casual,,$,No,No,Yes,No,No,,Breakfast,No,,,,,Yes,,(312) 606-0371,3
l07y_zEK31xi0v_IYvH8vw,Haifa Cafe,"Haifa Cafe - CLOSED - The Loop - Chicago, IL",9,3,"Restaurants, Middle Eastern, METADATA","165 N Wells St Chicago, IL 60606 ",41.884994,-87.633805,,,,,Casual,No,$,,,Yes,No,No,,,No,,,,,,,(312) 332-0063,1
l8UBwRko7ztwSZfoLtIVaw,Atwood Cafe,"Atwood Cafe - The Loop - Chicago, IL",274,4,"Restaurants, American (New), METADATA","1 W Washington St (between State St & Holden Ct) Chicago, IL 60602 ",41.883116,-87.62817,Mon-Fri 7 am - 9:30 pm Sat-Sun 8 am - 10 pm,No,Yes,Valet,Casual,No,$$$,Yes,No,No,Yes,Yes,No,"Lunch, Dinner",Full Bar,Average,Classy,No,,Yes,http://www.atwoodcafe.com,(312) 368-1900,26
L8WtXaZr2EBLUwIJ9zyqUQ,America's Dog,"America's Dog - The Loop - Chicago, IL",120,4,"Restaurants, Hot Dogs, METADATA","26 E Randolph St (between State St & Wabash Ave) Chicago, IL 60601 ",41.884633,-87.626715,Mon-Fri 10 am - 8 pm Sat-Sun 10 am - 6 pm,Yes,Yes,Street,Casual,No,$,No,Yes,Yes,No,No,No,Lunch,No,Average,Casual,No,Yes,Yes,http://www.americasdog.com,(312) 345-0100,10
LAGftlwqIkRYVRtx_81MOg,Sbarro D Italian Italy,"Sbarro D Italian Italy - The Loop - Chicago, IL",7,3,"Restaurants, Italian, METADATA","333 S State St (between Jackson Blvd & Van Buren St) Chicago, IL 60604 ",41.877466,-87.627353,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,No,,No,Average,,No,No,Yes,,(312) 663-1070,2
LbwKkZG8NzUUZz-ZeUp4LA,Coogan's Riverside Saloon,"Coogan's Riverside Saloon - The Loop - Chicago, IL",29,3,"Restaurants, American (Traditional), Nightlife, Bars, METADATA","180 N Wacker Dr Ste 1 (between Monroe St & Lasalle St) Chicago, IL 60606 ",41.885422,-87.637223,,No,Yes,,Casual,Yes,$,No,No,Yes,Yes,No,,,Full Bar,Very Loud,,,,Yes,http://www.cooganschicago.com/,(312) 444-1134,9
lcML4R0fw3axdYPjcYPeRQ,Sopraffina Marketcaffe,"Sopraffina Marketcaffe - The Loop - Chicago, IL",29,4,"Restaurants, Italian, METADATA","222 W Adams St (between Wells St & Franklin St) Chicago, IL 60606 ",41.879497,-87.634713,Mon-Fri 6 am - 3 pm,Yes,Yes,Street,Casual,No,$$,No,Yes,Yes,No,No,,Lunch,No,Loud,,No,Yes,,http://www.sopraffina.com,(312) 726-4800,1
lf8WcC4IvzvmvlSmYIoi3Q,The Dock at Montrose Beach,"The Dock at Montrose Beach - Uptown - Chicago, IL",88,4,"Restaurants, American (New), METADATA","200 W Montrose Harbor Dr Chicago, IL 60601 ",41.965417,-87.63756,Mon-Sun 10:30 am - 10 pm,Yes,Yes,Street,Casual,Yes,$$,No,No,Yes,Yes,Yes,No,"Lunch, Dinner",Full Bar,Average,Casual,No,No,,http://www.thedockatmontrosebeach.â€¦,(773) 704-8435,23
lgiGD74_ZM8pTvIyGslJ4A,Park Cafe,"Park Cafe - The Loop - Chicago, IL",31,3,"Restaurants, American (Traditional), METADATA","11 N Michigan Ave Chicago, IL 60606 ",41.8827,-87.623777,,No,Yes,Garage,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,No,Lunch,Full Bar,Loud,,Yes,Yes,Yes,,(312) 521-7275,2
LHpygzroItKWRslDr-e4-g,Hoyt's Chicago,"Hoyt's Chicago - The Loop - Chicago, IL",45,4,"Restaurants, American (Traditional), METADATA","71 E Wacker Dr (between Wabash Ave & Macchesneyer Dr) Chicago, IL 60601 ",41.887395,-87.625695,"Mon-Thu, Sun 7 am - 12 am Fri-Sat 7 am - 2 am",Yes,Yes,Valet,Casual,Yes,$$,Yes,,Yes,Yes,Yes,,Dinner,Full Bar,Average,"Trendy, Touristy, Casual",Yes,,,http://www.hoytschicago.com,(312) 346-9870,4
LhVz6SV5-xPPlvcZ-huczQ,Daddy O's,"Daddy O's - The Loop - Chicago, IL",7,4,"Restaurants, American (New), Nightlife, Bars, Pubs, METADATA","Hyatt Regency 151 E Wacker Dr Chicago, IL 60601 ",41.88753,-87.621767,,No,Yes,Valet,,,,Yes,No,Yes,Yes,No,Paid,,Full Bar,Quiet,,,,Yes,http://www.chicagoregency.hyatt.coâ€¦,(312) 565-1234,2
lJkj_0CzrFqcl6V12pKLaw,Got Pizza,"Got Pizza - CLOSED - South Loop - Chicago, IL",6,4,"Restaurants, Pizza, METADATA","719 S State St (between Balbo Ave & Polk St) Chicago, IL 60605 ",41.872615,-87.62716,,Yes,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,,,,,,,,,,,(312) 957-1111,0
LJmpAdStpM_8qXVPJAg0Gw,Mr Submarine,"Mr Submarine - CLOSED - The Loop - Chicago, IL",1,3,"Restaurants, Sandwiches, METADATA","16 W Jackson Blvd (between State St & Wabash Ave) Chicago, IL 60604 ",41.878391,-87.628348,,,,,,,,,,,,,,,,,,,,,,(312) 461-9383,0
lKxloRZecxgf0mmpylIQ9w,Edwardo's Natural Pizza Restaurant,"Edwardo's Natural Pizza Restaurant - CLOSED - Printer's Row - Chicago, IL",58,3,"Restaurants, Pizza, METADATA","521 S Dearborn St (between Congress Pky & Harrison St) Chicago, IL 60605 ",41.875234,-87.628984,,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,No,Dinner,Beer & Wine Only,,,,,No,,(312) 939-3366,9
LLIF1xV2Tf42p9LpEUvmFw,Marquette Inn Restaurant,"Marquette Inn Restaurant - The Loop - Chicago, IL",45,3,"Restaurants, American (Traditional), METADATA","60 W Adams St (between Wabash Ave & Dearborn St) Chicago, IL 60603 ",41.879553,-87.629926,,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,Yes,No,Free,"Lunch, Breakfast",Full Bar,Average,,Yes,,Yes,,(312) 368-8704,3
LLtKsP190vsJ7ewdOlK5xg,Mixed Greens,"Mixed Greens - The Loop - Chicago, IL",71,4,"Restaurants, Sandwiches, Salad, Pizza, METADATA","223 W Lake St (between Post Pl & Wells St) Chicago, IL 60606 ",41.885335,-87.634872,Mon-Fri 11 am - 3 pm,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,,Lunch,No,Average,Casual,Yes,,Yes,http://www.saladjoint.com,(312) 422-0701,21
LM1RkonuVduSCTleRaHEoA,Jimmy John's,"Jimmy John's - Near West Side - Chicago, IL",3,3,"Restaurants, Sandwiches, METADATA","2 N Riverside Plz (between Madison St & Monroe St) Chicago, IL 60606 ",41.88253,-87.63938,,,,,,,,,Yes,,,,,,No,,,,,Yes,http://www.jimmyjohns.com,(312) 258-0400,0
LNtuCsJLk3E9y7I5sd5SjQ,Giordano's Pizzeria,"Giordano's Pizzeria - The Loop - Chicago, IL",227,4,"Restaurants, Pizza, METADATA","223 W Jackson Blvd (between Franklin St & Wells St) Chicago, IL 60606 ",41.877928,-87.634756,,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,No,"Lunch, Dinner",Full Bar,Average,"Touristy, Casual",Yes,Yes,Yes,http://www.giordanos.com,(312) 583-9400,17
lojgxxLqtghCndlpwYBdCg,Mama Falco's Pizza,"Mama Falco's Pizza - CLOSED - The Loop - Chicago, IL",4,3,"Restaurants, Pizza, METADATA","5 N Wells St Chicago, IL 60606 ",41.882271,-87.633553,,,,,,,,,,,,,,,,,,,,,,(312) 782-6576,0
LWxq_9zOU7jVyq0NdmJNQA,Manchu Wok,"Manchu Wok - The Loop - Chicago, IL",3,1,"Restaurants, Chinese, METADATA","105 W Madison Ave Ste 109-C (between Clark St & La Salle St) Chicago, IL 60602 ",41.88183,-87.631228,,,,,,,,,,,,,,,,,,,,,http://www.manchuwok.com,(312) 750-0710,0
ly14yQJCHeKwoo4QDfa5vg,Rhapsody,"Rhapsody - The Loop - Chicago, IL",91,3,"Restaurants, American (New), METADATA","65 E Adams St (between Clark St & Dearborn St) Chicago, IL 60603 ",41.879335,-87.625427,Mon-Fri 11 am - 9:30 pm Sat-Sun 4:30 pm - 9:30 pm,No,Yes,,Dressy,Yes,$$$,Yes,,,Yes,Yes,No,Dinner,,Average,"Classy, Upscale",No,,,http://www.rhapsodychicago.com,(312) 786-9911,6
lZNyQIU-wrVZ1Ub2GE6J1A,The Great Steak & Potato Company,"The Great Steak & Potato Company - The Loop - Chicago, IL",3,2,"Restaurants, Fast Food, Sandwiches, METADATA","233 N Michigan Ave (between Lake St & Wacker Pl) Chicago, IL 60601 ",41.886819,-87.623672,,,,,,,,,,,,,,,,,,,,,,(312) 540-1219,0
m-J42eEuWXJ9Nd9mIHvpYA,Cafe Mediterra,"Cafe Mediterra - CLOSED - Printer's Row - Chicago, IL",37,4,"Restaurants, Greek, Middle Eastern, Mediterranean, METADATA","728 S Dearborn St (between Polk St & Harrison St) Chicago, IL 60605 ",41.872795,-87.629335,,Yes,Yes,Street,Casual,Yes,$$,No,No,Yes,No,No,,Lunch,No,,,,,Yes,http://www.cafemediterra.com,(312) 427-2610,2
mAF3J16QvCzUsd12O8BNQA,Sbarro,"Sbarro - The Loop - Chicago, IL",4,2,"Restaurants, Pizza, METADATA","211 W Adams St (between Franklin St & Wells St) Chicago, IL 60606 ",41.87902,-87.634493,,Yes,,,Casual,No,$$,No,,,No,No,,,No,,,,,Yes,http://www.sbarro.com/,(312) 269-5303,2
mBvq0FTzh5FY8aQ-xJ4R2Q,Stocks & Blondes Bar & Grille,"Stocks & Blondes Bar & Grille - The Loop - Chicago, IL",111,3,"Restaurants, American (Traditional), Nightlife, Bars, METADATA","40 N Wells St Chicago, IL 60606 ",41.882941,-87.634052,"Mon-Wed, Sun 11 am - 1 am Thu-Sat 11 am - 2 am",No,Yes,"Garage, Street",Casual,Yes,$$,No,Yes,Yes,Yes,No,No,"Lunch, Dinner",Full Bar,Loud,Divey,Yes,No,Yes,,(312) 372-3725,28
mDjyckhNZtxGeFENw9Al5w,Tribute,"Tribute - CLOSED - South Loop - Chicago, IL",48,3,"Restaurants, American (New), Food, Desserts, METADATA","Essex Inn 800 S Michigan Ave Chicago, IL 60605 ",41.871518,-87.624744,,No,Yes,Valet,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,Free,"Dessert, Dinner",Full Bar,Average,Trendy,Yes,,Yes,http://www.tribute-chicago.com/,(312) 957-0000,16
mePTM5r8gRE9FXTbRPnhMA,Rivers,"Rivers - The Loop - Chicago, IL",142,4,"Restaurants, American (New), METADATA","30 S Wacker Dr (between Madison St & State St) Chicago, IL 60606 ",41.880879,-87.637398,Mon-Fri 11 am - 2:30 pm Mon-Fri 5 pm - 8:30 pm Sat 5 pm - 7:30 pm,No,Yes,Street,Casual,Yes,$$,Yes,No,Yes,Yes,Yes,,"Lunch, Dinner",Full Bar,Average,Casual,Yes,No,Yes,http://www.riversrestaurant.com,(312) 559-1515,17
MfSu-joGx1Q8a2zvG0D_9g,Delhi 6,"Delhi 6 - CLOSED - North Center - Chicago, IL",7,5,"Restaurants, Indian, Event Planning & Services, Caterers, METADATA","Chicago, IL 60606 ",41.881777,-87.637146,,Yes,No,,Casual,Yes,$,No,No,No,No,No,No,Lunch,No,,,,,No,http://www.delhi6cafe.com,(773) 857-3056,3
mG8lfA9g0RsqnBOsm4lSkA,Potbelly Sandwich Works,"Potbelly Sandwich Works - South Loop - Chicago, IL",18,4,"Restaurants, Sandwiches, METADATA","48 E Roosevelt Rd (between Federal St & Holden Ct) Chicago, IL 60605 ",41.867515,-87.625207,Mon-Fri 6:30 am - 9 pm Sat-Sun 11 am - 9 pm,Yes,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,No,,Lunch,No,Quiet,,,,Yes,http://www.potbellys.com,(312) 435-1238,1
mGhelgrPvYfWSoAGQic-pA,Brian's Juice Bar & Deli,"Brian's Juice Bar & Deli - The Loop - Chicago, IL",58,4,"Restaurants, Greek, Food, Juice Bars & Smoothies, Mediterranean, METADATA","80 E Lake St (between Dearborn St & Garland Ct) Chicago, IL 60601 ",41.886048,-87.624948,Mon-Fri 8:30 am - 6 pm Sat 10 am - 4 pm Sun 10 am - 3 pm,Yes,Yes,Street,Casual,No,$,No,Yes,Yes,No,Yes,No,Lunch,No,Quiet,,No,,No,http://briansdeli.com/,(312) 332-3435,5
mgM15wXz3Il8iU6T1LPpIA,Subway,"Subway - Near North Side - Chicago, IL",4,3,"Restaurants, Sandwiches, METADATA","345 N LaSalle St Chicago, IL 60601",41.886945,-87.632568,,,,,Casual,No,,,,,,No,,,,,,,,,http://www.subway.com,,4
mKjzxWaaKuI9zvTIpyvn6Q,212 On The River,"212 On The River - Near West Side - Chicago, IL",2,3,"Restaurants, Cajun/Creole, METADATA","212 N. Canal Street (between Adams St & Fulton St) Chicago, IL 60606 ",41.886192,-87.640046,,,Yes,,,,,,,,,,,,,,,,,,,(312) 207-5483,0
mLdvQGAFadIJkOlEoHsI7w,Hilton Chicago,"Hilton Chicago - South Loop - Chicago, IL",189,4,"Restaurants, Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces, METADATA","722 S Michigan Ave (between Balbo Ave & 8th St) Chicago, IL 60605 ",41.872571,-87.624475,,Yes,Yes,,Dressy,,$$$,Yes,No,No,No,No,Paid,,Full Bar,,,Yes,,,http://HiltonChicagoHotel.com,(312) 922-4400,16
MllYP4Fw8If92c6TNWrJGg,Halsted Street Deli,"Halsted Street Deli - The Loop - Chicago, IL",48,3,"Restaurants, Delis, METADATA","177 N State St (between Benton Pl & Couch Pl) Chicago, IL 60601 ",41.885419,-87.627623,Mon-Sat 6:30 am - 8 pm Sun 8 am - 6 pm,Yes,Yes,Street,Casual,No,$,No,No,Yes,No,No,,Lunch,No,Quiet,Casual,No,Yes,Yes,http://www.halstedstreetdeli.com,(312) 931-3354,3
moEL1pH_my7MlUZP7RP6-A,CrÃªpes Cafe,"CrÃªpes Cafe - CLOSED - The Loop - Chicago, IL",20,4,"Restaurants, Creperies, METADATA","410 S Clark St (between Congress Pky & Van Buren St) Chicago, IL 60605 ",41.876476,-87.631035,,Yes,Yes,Street,Casual,Yes,$,Yes,Yes,Yes,Yes,No,,"Lunch, Breakfast",Beer & Wine Only,,,,,Yes,http://www.crepescafe.net,(312) 341-1313,8
MrWETKbSyG-FBq6ttK8SiQ,Eggy's Diner,"Eggy's Diner - The Loop - Chicago, IL",51,3,"Restaurants, Breakfast & Brunch, METADATA","333 E Benton Pl Ste 103 Chicago, IL 60601 ",41.885185,-87.618583,Mon-Sun 7:30 am - 3 pm,Yes,Yes,"Garage, Street",Casual,No,$$,No,No,Yes,Yes,No,Free,"Breakfast, Brunch",No,Loud,Casual,Yes,No,Yes,http://www.eggysdiner.com/,(773) 234-3449,8
ms5ge1XY9-Alu7HkybAMdQ,Giordano's,"Giordano's - The Loop - Chicago, IL",520,4,"Restaurants, Pizza","135 E Lake St (between Stetson Ave & Beaubien Ct) Chicago, IL 60601 ",41.885757,-87.623549,,Yes,Yes,Street,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,No,"Lunch, Dinner",Full Bar,Average,Casual,Yes,Yes,Yes,http://www.giordanos.com,(312) 616-1200,51
mvFimrcREBIDo-pLAhMfNg,Avec,"Avec - Near West Side - Chicago, IL",918,5,"Restaurants, French, Basque, Nightlife, Bars, Wine Bars, METADATA","615 W Randolph St Chicago, IL 60606 ",41.884202,-87.643388,"Mon-Thu, Sun 3:30 pm - 12 am Fri-Sat 3:30 pm - 1 am",No,Yes,Street,Casual,No,$$$,No,No,No,Yes,No,No,Dinner,Full Bar,Loud,Trendy,No,No,Yes,http://www.avecrestaurant.com,(312) 377-2002,111
mvWbKzLTMxVcXr8Gzm5DKQ,Jimmy Johns,"Jimmy Johns - The Loop - Chicago, IL",16,3,"Restaurants, Sandwiches, METADATA","216 W Jackson Blvd (between Wells St & Franklin St) Chicago, IL 60606 ",41.878466,-87.634525,,Yes,Yes,,Casual,Yes,$,No,Yes,Yes,No,No,,,No,,,,,Yes,http://www.jimmyjohns.com,(312) 424-9200,1
MwzZyBMwmHr9HTKpcnK-pw,Dairy Queen,"Dairy Queen - CLOSED - Near West Side - Chicago, IL",1,3,"Restaurants, METADATA","222 S Riverside Plz Chicago, IL 60606 ",41.878631,-87.638765,,Yes,,,Casual,No,$,No,No,Yes,No,No,,,No,,,,,Yes,,(312) 930-5899,0
MxE61_UKUvkoFkOi9ePM8g,Burrito Beach,"Burrito Beach - CLOSED - The Loop - Chicago, IL",16,4,"Restaurants, METADATA","195 N Dearborn St (between Couch Pl & Lake St) Chicago, IL 60601 ",41.885448,-87.629056,,,Yes,,Casual,,$,No,Yes,Yes,No,,,,,,,,,,,(312) 372-6272,0
my3_G6GEqtiY_wSypbaD0w,Quiznos,"Quiznos - The Loop - Chicago, IL",1,4,"Restaurants, Sandwiches, METADATA","62 E Madison (between Dearborn St & Clark St) Chicago, IL 60603 ",41.882226,-87.630084,,,,,,,,,,,,,,,,,,,,,http://www.quiznos.com/,,0
mZiSQz4xjHoRCNSSnFAY3A,Qdoba Mexican Grill,"Qdoba Mexican Grill - The Loop - Chicago, IL",25,3,"Restaurants, Mexican, METADATA","100 N LaSalle St Chicago, IL 60602 ",41.883463,-87.632751,,Yes,Yes,,Casual,No,$,No,Yes,Yes,No,No,No,Lunch,No,Average,,Yes,Yes,No,http://www.qdoba.com,(312) 578-8358,2
mzNgksPEgjoDrBAgVza9Gw,Auntie Anne's,"Auntie Anne's - CLOSED - The Loop - Chicago, IL",3,4,"Restaurants, Fast Food, METADATA","108 N State St (between Court Pl & Washington St) Chicago, IL 60602 ",41.883897,-87.628465,,,Yes,,,,$,No,,,,,,,,,,,,,http://www.auntieannes.com,(312) 419-7118,0
N0b2FoV_dJIPNtMkRgffJA,Pret A Manger,"Pret A Manger - The Loop - Chicago, IL",33,4,"Restaurants, Fast Food, METADATA","73 W Monroe (between Wabash Ave & Michigan Ave) Chicago, IL 60603 ",41.880356,-87.630245,Mon-Fri 7 am - 7 pm,Yes,Yes,Street,Casual,No,$$,No,No,Yes,No,No,,Lunch,No,Average,Casual,No,,,http://www.pret.com/us/,(312) 260-4301,1
n3nbepXVPXaNf3ZiU_CAgw,Subway,"Subway - The Loop - Chicago, IL",5,2,"Restaurants, Fast Food, Sandwiches, METADATA","407 S Dearborn St (between Van Buren St & Congress Pky) Chicago, IL 60605 ",41.876647,-87.629069,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,,,No,Average,,No,No,Yes,http://www.subway.com,(312) 588-5045,0
n5AK1w7xF0bYFadKL_Vzcw,My Thai Restaurant On Michigan,"My Thai Restaurant On Michigan - CLOSED - The Loop - Chicago, IL",47,3,"Restaurants, Thai, METADATA","30 S Michigan Ave (between Madison St & Monroe St) Chicago, IL 60603 ",41.881175,-87.624847,,No,Yes,,Casual,No,$,No,Yes,Yes,Yes,No,,Lunch,No,,,,,Yes,http://www.mythaichicago.com/,(312) 345-1234,3
nBDSjXDvreBaCjyJCFGybQ,Stefani's Tuscany Cafe,"Stefani's Tuscany Cafe - The Loop - Chicago, IL",25,3,"Restaurants, Pizza, Italian, Fast Food, Sandwiches, METADATA","77 W Wacker Dr (between Macchesneyer Dr & Lower Wacker Dr) Chicago, IL 60601 ",41.886406,-87.630685,"Mon, Wed-Fri 6:30 am - 8 am Mon-Fri 11 am - 3 pm Tue 6:30 am - 8:30 am",Yes,Yes,,,Yes,$$,,,,No,No,,,,,,,,No,http://www.tuscanychicago.com,(312) 252-0863,0
NchMAWaULPPSaCIOT04cUA,Fontano's Subs,"Fontano's Subs - The Loop - Chicago, IL",99,4,"Restaurants, Delis, METADATA","20 E Jackson Blvd (between State St & Wabash Ave) Chicago, IL 60604 ",41.878428,-87.626818,Mon-Fri 7 am - 7 pm Sat 10 am - 3 pm,No,Yes,Street,Casual,No,$,No,Yes,Yes,No,No,No,Lunch,No,Loud,Casual,No,Yes,Yes,http://www.fontanosonjackson.com/,(312) 663-3061,8
NdBnW9P0D983NaJUoqQTBA,La Cocina Mexican Grill,"La Cocina Mexican Grill - CLOSED - The Loop - Chicago, IL",76,4,"Restaurants, Mexican, Breakfast & Brunch, METADATA","11 W Jackson Blvd (between State St & Wabash Ave) Chicago, IL 60604 ",41.878092,-87.628122,,Yes,Yes,Street,Casual,No,$,No,No,Yes,No,No,,Lunch,No,Average,,,Yes,Yes,,(312) 427-2094,3
nG4CCzWVWn_fzAHaZwcgJA,Symphony Center,"Symphony Center - The Loop - Chicago, IL",2,5,"Restaurants, Arts & Entertainment, Music Venues, Nightlife, METADATA","220 S Michigan Ave (between Adams St & Jackson Blvd) Chicago, IL 60604 ",41.878969,-87.62504,,,Yes,,,,,,,,,,,,Full Bar,,,,,,http://www.cso.org,(312) 294-3000,0
Nj1S50plrXjrchoDuNT95Q,Bombay Wraps,"Bombay Wraps - The Loop - Chicago, IL",188,4,"Restaurants, Indian, METADATA","122 N Wells St Chicago, IL 60606 ",41.884043,-87.634105,Mon-Thu 7:30 am - 6 pm Fri 7:30 am - 12 am Sun 10:30 am - 2:30 pm,Yes,Yes,"Garage, Street",Casual,No,$,No,Yes,Yes,No,No,No,Lunch,No,Average,Casual,Yes,Yes,Yes,http://bombaywraps.com,(312) 739-9727,34
nLV7GQhmAKreEZypE7uIxg,Rosebud Restaurent,"Rosebud Restaurent - The Loop - Chicago, IL",77,4,"Restaurants, Italian, METADATA","70 W Madison St (between Michigan Ave & Garland Ct) Chicago, IL 60602 ",41.882248,-87.630172,Mon-Fri 11 am - 9 pm Sat 4 pm - 9 pm,No,Yes,Valet,Casual,Yes,$$,Yes,No,Yes,Yes,No,Free,"Lunch, Dinner",Full Bar,Very Loud,,Yes,,Yes,http://rosebudrestaurants.com/restâ€¦,(312) 332-9500,9
noBXIopOA6ZrGRrFtW-70A,Sixty Five Chinese Restaurant,"Sixty Five Chinese Restaurant - The Loop - Chicago, IL",71,4,"Restaurants, Chinese, METADATA","201 W Madison St (between Franklin St & Wells St) Chicago, IL 60606 ",41.881736,-87.63408,,Yes,Yes,Street,Casual,Yes,$,No,Yes,Yes,No,No,,Lunch,No,Quiet,,No,,Yes,http://www.sixtyfivechinese.com,(312) 782-6565,7
NpLo1Blmll-0NFGGqSE4Jg,McDonald's,"McDonald's - The Loop - Chicago, IL",5,3,"Restaurants, Burgers, Fast Food, METADATA","233 W Jackson Blvd (between Franklin St & Wells St) Chicago, IL 60606 ",41.877948,-87.634926,,Yes,Yes,,Casual,Yes,$,No,No,Yes,No,No,,,No,,,,,Yes,http://www.mcdonalds.com,(312) 583-1779,3
nQFfsHZMHrmY4_KrUxH7JA,Salad Spinners,"Salad Spinners - CLOSED - The Loop - Chicago, IL",22,4,"Restaurants, Vegan, Vegetarian, METADATA","223 W Lake St (between Post Pl & Wells St) Chicago, IL 60606 ",41.885335,-87.634872,,Yes,Yes,,Casual,Yes,$,No,Yes,Yes,No,Yes,,Lunch,No,,,,,Yes,http://www.saladspinners.com,(312) 422-0701,5
NU4-xFxmnd1tYRRQalsVYw,Thai Spoon & Sushi,"Thai Spoon & Sushi - South Loop - Chicago, IL",4,3,"Restaurants, Sushi Bars, Thai, METADATA","601 S Wabash Ave (between Harrison St & Balbo Ave) Chicago, IL 60605 ",41.874282,-87.625755,Mon-Fri 10:30 am - 10 pm Sat 11:30 am - 10 pm Sun 12 pm - 9 pm,,Yes,,Casual,Yes,$$,Yes,Yes,Yes,Yes,No,,,,,,,,,http://thaispoonsushi.com,(312) 427-9470,2
nUNF07CjBiOs_5fQa26rDQ,Madison Street Cafe,"Madison Street Cafe - The Loop - Chicago, IL",13,4,"Restaurants, Delis, METADATA","70 W Madison St (between Garland Ct & Michigan Ave) Chicago, IL 60602 ",41.882248,-87.630172,,Yes,Yes,,Casual,Yes,$$,No,No,Yes,No,No,,,,,,,,Yes,,(312) 223-7700,2
NVxz-c-JMrx2Qe79_Z2dLg,Jimmy John's,"Jimmy John's - The Loop - Chicago, IL",7,4,"Restaurants, Sandwiches, METADATA","205 W Monroe Street Chicago, IL 60605 ",41.880397,-87.634139,,Yes,Yes,,Casual,No,$,No,Yes,Yes,No,,,,,,,,,,http://www.jimmyjohns.com/,(312) 424-6000,1
nvYqxcdJgbHkyBbbTy4Qfg,WingStop,"WingStop - South Loop - Chicago, IL",43,3,"Restaurants, Chicken Wings, METADATA","12 E Harrison St (between State St & Plymouth Ct) Chicago, IL 60605 ",41.874537,-87.627028,,Yes,Yes,Street,Casual,Yes,$,No,No,Yes,No,No,No,"Late Night, Dinner",No,Average,Casual,Yes,Yes,Yes,http://www.wingstop.com,(312) 386-9464,10
